source_path,recipe_type,output,sha256,status
src/main/resources/assets/advancedrocketry/recipes/smallairlockdoor.json,minecraft:crafting_shaped,advancedrocketry:smallairlockdoor,b5aa12ed6fab63cc17b379d2a2cefc28d793446357e39ce666cfbc8b53753c88,VALID_JSON
src/main/resources/assets/advancedrocketry/recipes/solararray.json,minecraft:crafting_shaped,advancedrocketry:solararray,eb90c897c73c177445313539222d67044c540bc6f167c8b6f0dddf8d819b1a08,VALID_JSON
src/main/resources/assets/advancedrocketry/recipes/solararraypanel.json,minecraft:crafting_shaped,advancedrocketry:solararraypanel,9417e2f7f13f649249408b6ff467436c84e8141c127b1cbd113e77854ee59ff3,VALID_JSON
src/main/resources/assets/advancedrocketry/recipes/solargenerator.json,minecraft:crafting_shapeless,advancedrocketry:solargenerator,d1a23612f3cf99a36f594f446558b6a18f99d3a9e5a4d49eca929607f3ce87d7,VALID_JSON
src/main/resources/assets/advancedrocketry/recipes/solarpanel.json,minecraft:crafting_shaped,advancedrocketry:solarpanel,f5e147ec319457660764cc7e9b03febc76736b0614bb5caceb3722690948c3df,VALID_JSON
src/main/resources/assets/advancedrocketry/recipes/spaceboots.json,minecraft:crafting_shaped,advancedrocketry:spaceboots,70c437d3fccd8bdef6c4403eb2ab0dd1f8c0a7850676396c50bc9765483151ea,VALID_JSON
src/main/resources/assets/advancedrocketry/recipes/spacechestplate.json,minecraft:crafting_shaped,advancedrocketry:spacechestplate,4caa4c005514d0384e9279fef53ea86aab8a8bb4ee912e4b3fa2ef5d8132b4ec,VALID_JSON
src/main/resources/assets/advancedrocketry/recipes/spaceelevatorcontroller.json,minecraft:crafting_shaped,advancedrocketry:spaceelevatorcontroller,caae1126e02c47dffaa413ad22519ea46256c305fbc006056ac9a8c86aa34a96,VALID_JSON
src/main/resources/assets/advancedrocketry/recipes/spacehelmet.json,minecraft:crafting_shaped,advancedrocketry:spacehelmet,e49a843e90b99c7ec00f05788782899960893336a37ded531b953e643528a619,VALID_JSON
src/main/resources/assets/advancedrocketry/recipes/spacelaser.json,minecraft:crafting_shaped,advancedrocketry:spacelaser,4499019b6aac76387506bc6aa7209b88edd6871589a4bb40ce6659cbc84203c6,VALID_JSON
src/main/resources/assets/advancedrocketry/recipes/spaceleggings.json,minecraft:crafting_shaped,advancedrocketry:spaceleggings,ff3a2568f00d1a3651cf48f82cf4bebd2278971e9d27e4773d1cbbcd0e97c711,VALID_JSON
src/main/resources/assets/advancedrocketry/recipes/spacestationidchip.json,minecraft:crafting_shapeless,advancedrocketry:spacestationchip,2aa911b01fc2b45e7474113b81670001152e777cc86f745dcda807e89f972326,VALID_JSON
src/main/resources/assets/advancedrocketry/recipes/stationbuilder.json,minecraft:crafting_shaped,advancedrocketry:stationbuilder,844dd746e72454cbd28fe03074c848e7b5c577c3a0df044952f3e6854efc0462,VALID_JSON
src/main/resources/assets/advancedrocketry/recipes/stationmarker.json,minecraft:crafting_shapeless,advancedrocketry:stationmarker,1afec1ae529eb64d68886d113b79f91ad678d2f396f07abc064f92530bea8640,VALID_JSON
src/main/resources/assets/advancedrocketry/recipes/stickIron.json,minecraft:crafting_shaped,libvulpes:productrod,3036995ef576cfb1e649279f95a0fb7cec3c043321395d72d954d41745386a52,VALID_JSON
src/main/resources/assets/advancedrocketry/recipes/structuretower.json,minecraft:crafting_shaped,advancedrocketry:structuretower,780fa6e390f6006ffe1a9585be04433600564b51a3ef8f46ee616c72d4c3f60d,VALID_JSON
src/main/resources/assets/advancedrocketry/recipes/suitworkstation.json,minecraft:crafting_shaped,advancedrocketry:suitworkstation,b3c43a87ee354ea23aae942234a13300380d5890ea91337c7d0619a9a6be731d,VALID_JSON
src/main/resources/assets/advancedrocketry/recipes/superhighpressuretank.json,advancedrocketry:rollingmachine,,d4c595811ef7988529d7c894e9e1d50bd7b327a1a0173300208400bd5708dc59,VALID_JSON
src/main/resources/assets/advancedrocketry/recipes/terraformer.json,minecraft:crafting_shaped,advancedrocketry:terraformer,25dff8962dde81cd9f12670ffdcbea5f95abd8014c3098995c13a9c0aadbc6c9,VALID_JSON
src/main/resources/assets/advancedrocketry/recipes/thermite.json,minecraft:crafting_shapeless,advancedrocketry:thermite,9c2b4690750ce7059992067452bfc87393975cf024c8bfe909e6b7839aea65cf,VALID_JSON
src/main/resources/assets/advancedrocketry/recipes/thermitetorch.json,minecraft:crafting_shapeless,advancedrocketry:thermitetorch,3f474ece5a3c7046c067174678f1519b3d65bdea00c11e891df8980676dceb9d,VALID_JSON
src/main/resources/assets/advancedrocketry/recipes/trackingcircuit.json,advancedrocketry:precisionassembler,,0cc92151882af103e9b2f7702759910fd895e9754ce35c43249fc9c990f52553,VALID_JSON
src/main/resources/assets/advancedrocketry/recipes/userinterface.json,minecraft:crafting_shaped,advancedrocketry:misc,64125e22b34742c9c95a934d2fe7dcdbcc8c2f162326d57f4e30b1bc6b2e7470,VALID_JSON
src/main/resources/assets/advancedrocketry/recipes/vacuumlaser.json,minecraft:crafting_shaped,advancedrocketry:vacuumlaser,729b17b789d758b09e4f92cd8ededfe693df450ddc17e8f1124a23dfa8c96e2f,VALID_JSON
src/main/resources/assets/advancedrocketry/recipes/warpcore.json,minecraft:crafting_shaped,advancedrocketry:warpcore,02e12c0c0d36bf8b54a4524206c850affbd631d65ccb72dfb66d4409b03d9717,VALID_JSON
src/main/resources/assets/advancedrocketry/recipes/warpmonitor.json,minecraft:crafting_shaped,advancedrocketry:warpmonitor,6e82503ef7ff0dd7182afeaa1d36365bcc9c158761439d14173682174b47134c,VALID_JSON
src/main/resources/assets/advancedrocketry/recipes/wirelesstransciever.json,minecraft:crafting_shaped,advancedrocketry:wirelesstransciever,6471a195de7dd7ca2cf4f385838af704bf04c70425c3c9ec20abc15507c95367,VALID_JSON
