path,line,registry_kind,declaration
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,576,legacy_registry,"LibVulpesBlocks.registerItem(AdvancedRocketryItems.itemLens.setRegistryName(""lens""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,577,legacy_registry,"LibVulpesBlocks.registerItem(AdvancedRocketryItems.itemThermite.setRegistryName(""thermite""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,578,legacy_registry,"LibVulpesBlocks.registerItem(AdvancedRocketryItems.itemCarbonScrubberCartridge.setRegistryName(""carbonScrubberCartridge""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,579,legacy_registry,"LibVulpesBlocks.registerItem(AdvancedRocketryItems.itemSmallAirlockDoor.setRegistryName(""smallAirlockDoor""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,580,legacy_registry,"LibVulpesBlocks.registerItem(AdvancedRocketryItems.itemHovercraft.setRegistryName(""hoverCraft""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,581,legacy_registry,"LibVulpesBlocks.registerItem(AdvancedRocketryItems.itemSpaceStation.setRegistryName(""spaceStation""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,598,legacy_registry,public void registerBlocks(RegistryEvent.Register<Block> evt)
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,765,legacy_registry,"//LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockDataPipe.setRegistryName(""dataPipe""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,766,legacy_registry,"//LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockEnergyPipe.setRegistryName(""energyPipe""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,767,legacy_registry,"//LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockFluidPipe.setRegistryName(""liquidPipe""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,773,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockConcrete.setRegistryName(""concrete""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,774,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockBlastBrick.setRegistryName(""blastbrick""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,775,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockStructureTower.setRegistryName(""structureTower""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,776,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockLens.setRegistryName(""blockLens""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,777,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockSolarPanel.setRegistryName(""solarPanel""));"
