elapsed_seconds,client_id,latency_ms
4815.002,3,0.845
4815.002,4,0.453
4830.002,1,1.08
4830.002,2,1.204
4830.002,3,0.715
4830.002,4,1.028
4845.018,1,17.738
4845.018,2,17.404
4845.018,3,0.683
4845.018,4,17.378
4860.023,1,1.149
4860.023,2,0.83
4860.023,3,0.79
4860.023,4,22.297
4875.019,1,0.906
4875.019,2,0.97
4875.019,3,0.743
4875.019,4,17.142
4890.022,1,21.628
4890.022,2,0.792
4890.022,3,20.901
4890.022,4,0.675
4905.012,1,0.971
4905.012,2,11.713
4905.012,3,0.905
4905.012,4,0.969
4920.019,1,18.185
4920.019,2,18.16
4920.019,3,18.198
4920.019,4,17.686
4935.023,1,22.268
4935.023,2,22.339
4935.023,3,22.007
4935.023,4,0.66
4950.025,1,1.158
4950.025,2,0.889
4950.025,3,0.973
4950.025,4,23.907
4965.023,1,22.167
4965.023,2,21.981
4965.023,3,0.632
4965.023,4,0.496
4980.002,1,1.128
4980.002,2,0.956
4980.002,3,0.617
4980.002,4,0.935
4995.002,1,0.968
4995.002,2,0.984
4995.002,3,0.83
4995.002,4,0.864
5010.021,1,19.915
5010.021,2,19.666
5010.021,3,0.518
5010.021,4,0.485
5025.017,1,1.033
5025.017,2,0.735
5025.017,3,15.912
5025.017,4,0.646
5040.002,1,0.988
5040.002,2,0.761
5040.002,3,1.151
5040.002,4,0.563
5055.013,1,12.424
5055.013,2,0.682
5055.013,3,0.677
5055.013,4,0.586
5070.002,1,0.99
5070.002,2,0.668
5070.002,3,1.34
5070.002,4,0.977
5085.023,1,22.439
5085.023,2,22.644
5085.023,3,22.407
5085.023,4,21.911
5100.02,1,19.687
5100.02,2,19.768
5100.02,3,19.26
5100.02,4,0.54
5115.003,1,0.988
5115.003,2,1.14
5115.003,3,1.921
5115.003,4,1.141
5130.002,1,1.056
5130.002,2,0.712
5130.002,3,0.695
5130.002,4,0.534
5145.016,1,14.672
5145.016,2,0.872
5145.016,3,1.038
5145.016,4,0.492
5160.025,1,24.41
5160.025,2,24.45
5160.025,3,0.804
5160.025,4,0.516
5175.016,1,0.838
5175.016,2,14.788
5175.016,3,0.69
5175.016,4,14.556
5190.014,1,0.893
5190.014,2,0.742
5190.014,3,0.649
5190.014,4,12.126
5205.002,1,1.048
5205.002,2,0.826
5205.002,3,1.019
5205.002,4,0.74
5220.002,1,0.908
5220.002,2,0.897
5220.002,3,0.966
5220.002,4,0.775
5235.002,1,0.889
5235.002,2,0.858
5235.002,3,0.896
5235.002,4,0.627
5250.003,1,0.87
5250.003,2,0.87
5250.003,3,1.433
5250.003,4,0.598
5265.018,1,1.641
5265.018,2,0.908
5265.018,3,1.284
5265.018,4,16.586
5280.014,1,0.876
5280.014,2,12.999
5280.014,3,12.724
5280.014,4,0.538
5295.021,1,20.403
5295.021,2,20.236
5295.021,3,20.012
5295.021,4,19.304
5310.015,1,1.267
5310.015,2,13.831
5310.015,3,13.855
5310.015,4,0.775
5325.002,1,0.917
5325.002,2,0.879
5325.002,3,0.867
5325.002,4,0.669
5340.011,1,1.098
5340.011,2,10.272
5340.011,3,0.798
5340.011,4,0.769
5355.018,1,17.301
5355.018,2,16.985
5355.018,3,17.074
5355.018,4,16.704
5370.002,1,0.788
5370.002,2,0.668
5370.002,3,0.817
5370.002,4,0.468
5385.02,1,0.906
5385.02,2,0.937
5385.02,3,0.97
5385.02,4,18.073
5400.002,1,0.86
5400.002,2,1.324
5400.002,3,0.687
5400.002,4,0.543
5415.018,1,16.845
5415.018,2,0.879
5415.018,3,0.606
5415.018,4,16.335
5430.027,1,0.972
5430.027,2,0.645
5430.027,3,0.718
5430.027,4,25.181
5445.012,1,1.298
5445.012,2,10.71
5445.012,3,0.829
5445.012,4,0.77
5460.014,1,1.091
5460.014,2,1.143
5460.014,3,1.273
5460.014,4,12.848
5475.017,1,0.895
5475.017,2,0.863
5475.017,3,1.186
5475.017,4,15.583
5490.021,1,20.669
5490.021,2,0.766
5490.021,3,0.6
5490.021,4,0.478
5505.004,1,0.805
5505.004,2,0.828
5505.004,3,0.771
5505.004,4,1.561
5520.002,1,1.009
5520.002,2,0.691
5520.002,3,0.589
5520.002,4,0.497
5535.003,1,0.929
5535.003,2,0.747
5535.003,3,1.245
5535.003,4,1.322
5550.016,1,0.81
5550.016,2,15.078
5550.016,3,0.512
5550.016,4,14.692
5565.002,1,0.777
5565.002,2,0.788
5565.002,3,0.811
5565.002,4,0.995
5580.003,1,0.822
5580.003,2,0.799
5580.003,3,0.635
5580.003,4,0.681
5595.02,1,19.233
5595.02,2,0.873
5595.02,3,18.835
5595.02,4,0.521
5610.02,1,0.858
5610.02,2,0.676
5610.02,3,19.3
5610.02,4,19.287
5625.019,1,17.606
5625.019,2,17.828
5625.019,3,17.106
5625.019,4,1.339
5640.017,1,0.957
5640.017,2,0.673
5640.017,3,0.806
5640.017,4,14.427
5655.017,1,0.739
5655.017,2,0.874
5655.017,3,15.476
5655.017,4,0.567
5670.024,1,23.117
5670.024,2,22.858
5670.024,3,0.735
5670.024,4,1.011
5685.002,1,0.857
5685.002,2,0.964
5685.002,3,0.911
5685.002,4,0.433
5700.022,1,0.83
5700.022,2,0.763
5700.022,3,21.286
5700.022,4,21.003
5715.02,1,1.017
5715.02,2,0.763
5715.02,3,18.715
5715.02,4,18.183
5730.023,1,0.956
5730.023,2,0.954
5730.023,3,21.469
5730.023,4,0.506
5745.002,1,1.171
5745.002,2,0.833
5745.002,3,0.434
5745.002,4,0.468
5760.003,1,1.215
5760.003,2,1.381
5760.003,3,1.695
5760.003,4,0.589
5775.018,1,17.258
5775.018,2,0.576
5775.018,3,0.881
5775.018,4,0.776
5790.002,1,1.237
5790.002,2,0.709
5790.002,3,0.7
5790.002,4,0.906
5805.02,1,1.272
5805.02,2,19.487
5805.02,3,0.89
5805.02,4,18.511
5820.016,1,0.884
5820.016,2,0.75
5820.016,3,14.255
5820.016,4,13.832
5835.012,1,11.53
5835.012,2,1.053
5835.012,3,11.278
5835.012,4,0.726
5850.018,1,0.883
5850.018,2,0.631
5850.018,3,16.443
5850.018,4,15.904
5865.002,1,0.889
5865.002,2,0.86
5865.002,3,1.355
5865.002,4,0.69
5880.019,1,0.976
5880.019,2,0.748
5880.019,3,0.804
5880.019,4,17.711
5895.019,1,0.922
5895.019,2,0.836
5895.019,3,17.868
5895.019,4,0.587
5910.002,1,0.818
5910.002,2,1.23
5910.002,3,1.222
5910.002,4,0.652
5925.002,1,0.773
5925.002,2,0.834
5925.002,3,0.708
5925.002,4,0.613
5940.024,1,22.929
5940.024,2,22.522
5940.024,3,0.582
5940.024,4,0.497
5955.022,1,21.253
5955.022,2,20.823
5955.022,3,20.428
5955.022,4,20.538
5970.019,1,17.986
5970.019,2,0.503
5970.019,3,0.497
5970.019,4,0.517
5985.016,1,0.977
5985.016,2,15.214
5985.016,3,15.225
5985.016,4,0.654
6000.018,1,17.272
6000.018,2,16.962
6000.018,3,0.59
6000.018,4,16.828
6015.003,1,0.909
6015.003,2,0.692
6015.003,3,0.855
6015.003,4,0.73
6030.018,1,16.873
6030.018,2,17.083
6030.018,3,16.653
6030.018,4,16.124
6045.002,1,0.897
6045.002,2,1.271
6045.002,3,0.95
6045.002,4,0.619
6060.026,1,1.028
6060.026,2,0.819
6060.026,3,24.565
6060.026,4,24.704
6075.015,1,14.109
6075.015,2,0.706
6075.015,3,0.703
6075.015,4,13.743
6090.022,1,0.884
6090.022,2,0.88
6090.022,3,21.171
6090.022,4,0.947
6105.023,1,22.208
6105.023,2,0.683
6105.023,3,0.595
6105.023,4,0.524
6120.025,1,0.919
6120.025,2,0.795
6120.025,3,23.964
6120.025,4,23.677
6135.002,1,0.936
6135.002,2,0.939
6135.002,3,0.653
6135.002,4,0.535
6150.015,1,0.912
6150.015,2,0.707
6150.015,3,14.372
6150.015,4,14.24
6165.002,1,0.897
6165.002,2,0.643
6165.002,3,0.662
6165.002,4,0.503
6180.021,1,1.461
6180.021,2,20.097
6180.021,3,0.727
6180.021,4,0.454
6195.015,1,0.947
6195.015,2,0.737
6195.015,3,12.822
6195.015,4,0.643
6210.022,1,21.116
6210.022,2,0.82
6210.022,3,21.121
6210.022,4,0.596
6225.002,1,1.249
6225.002,2,1.04
6225.002,3,0.862
6225.002,4,0.679
6240.023,1,21.682
6240.023,2,21.725
6240.023,3,0.544
6240.023,4,21.255
6255.002,1,0.936
6255.002,2,0.932
6255.002,3,1.195
6255.002,4,1.164
6270.022,1,0.869
6270.022,2,0.94
6270.022,3,0.904
6270.022,4,20.427
6285.002,1,1.149
6285.002,2,0.692
6285.002,3,1.009
6285.002,4,0.495
6300.002,1,0.91
6300.002,2,0.776
6300.002,3,0.882
6300.002,4,0.877
6315.02,1,0.736
6315.02,2,18.319
6315.02,3,0.944
6315.02,4,0.591
6330.019,1,0.74
6330.019,2,18.545
6330.019,3,0.556
6330.019,4,0.518
6345.021,1,21.095
6345.022,2,0.764
6345.022,3,20.758
6345.022,4,0.508
6360.002,1,1.159
6360.002,2,1.137
6360.002,3,0.869
6360.002,4,0.952
6375.024,1,22.96
6375.024,2,0.793
6375.024,3,22.982
6375.024,4,22.504
6390.002,1,1.096
6390.002,2,0.916
6390.002,3,1.164
6390.002,4,1.536
6405.015,1,13.871
6405.015,2,13.9
6405.015,3,13.927
6405.015,4,0.544
6420.018,1,0.72
6420.018,2,0.658
6420.018,3,0.737
6420.018,4,17.164
6435.021,1,0.821
6435.021,2,0.876
6435.021,3,19.87
6435.021,4,0.717
6450.012,1,11.212
6450.012,2,0.892
6450.012,3,1.319
6450.012,4,0.436
6465.018,1,16.814
6465.018,2,0.892
6465.018,3,0.603
6465.018,4,16.417
6480.02,1,0.924
6480.02,2,0.648
6480.02,3,19.038
6480.02,4,18.919
6495.027,1,0.944
6495.027,2,0.794
6495.027,3,0.947
6495.027,4,25.139
6510.024,1,0.784
6510.024,2,22.941
6510.024,3,22.625
6510.024,4,0.441
6525.002,1,0.95
6525.002,2,0.979
6525.002,3,0.967
6525.002,4,0.792
6540.023,1,1.484
6540.023,2,22.263
6540.023,3,0.752
6540.023,4,0.434
6555.02,1,19.194
6555.02,2,0.801
6555.02,3,0.905
6555.02,4,0.638
6570.002,1,1.065
6570.002,2,1.09
6570.002,3,0.831
6570.002,4,1.161
6585.002,1,1.042
6585.002,2,0.855
6585.002,3,0.986
6585.002,4,0.898
6600.013,1,12.608
6600.013,2,0.777
6600.013,3,0.844
6600.013,4,0.69
6615.027,1,0.923
6615.027,2,0.913
6615.027,3,1.15
6615.027,4,25.243
6630.002,1,1.022
6630.002,2,0.796
6630.002,3,0.711
6630.002,4,0.504
6645.012,1,0.871
6645.012,2,0.914
6645.012,3,11.317
6645.012,4,0.371
6660.016,1,13.89
6660.016,2,0.822
6660.016,3,0.956
6660.016,4,0.858
6675.002,1,0.869
6675.002,2,0.864
6675.002,3,0.866
6675.002,4,0.525
6690.002,1,1.51
6690.002,2,0.713
6690.002,3,0.837
6690.002,4,0.564
6705.022,1,21.245
6705.022,2,21.505
6705.022,3,20.96
6705.022,4,20.773
6720.026,1,24.82
6720.026,2,24.978
6720.026,3,25.052
6720.026,4,24.638
6735.011,1,10.257
6735.011,2,0.667
6735.011,3,0.471
6735.011,4,9.619
6750.011,1,10.485
6750.011,2,10.198
6750.011,3,0.552
6750.011,4,0.6
6765.015,1,13.634
6765.015,2,13.601
6765.015,3,0.591
6765.015,4,12.799
6780.026,1,0.898
6780.026,2,0.813
6780.026,3,0.795
6780.026,4,25.169
6795.026,1,25.298
6795.026,2,25.281
6795.026,3,25.189
6795.026,4,0.405
6810.002,1,0.879
6810.002,2,0.861
6810.002,3,0.628
6810.002,4,0.672
6825.002,1,0.831
6825.002,2,0.934
6825.002,3,0.526
6825.002,4,0.663
6840.002,1,1.418
6840.003,2,0.647
6840.003,3,1.328
6840.003,4,0.439
6855.023,1,1.088
6855.023,2,0.772
6855.023,3,22.154
6855.023,4,21.143
6870.013,1,11.944
6870.013,2,0.782
6870.013,3,11.368
6870.013,4,0.684
6885.024,1,23.332
6885.024,2,22.649
6885.024,3,22.301
6885.024,4,0.51
6900.002,1,1.0
6900.002,2,1.039
6900.002,3,0.833
6900.002,4,0.732
6915.02,1,0.876
6915.02,2,0.768
6915.02,3,0.721
6915.02,4,18.972
6930.002,1,1.405
6930.002,2,1.187
6930.002,3,0.433
6930.002,4,0.688
6945.002,1,1.031
6945.002,2,0.708
6945.002,3,0.683
6945.002,4,0.471
6960.016,1,14.33
6960.016,2,14.127
6960.016,3,13.643
6960.016,4,0.539
6975.02,1,0.965
6975.02,2,1.362
6975.02,3,18.844
6975.02,4,0.429
6990.017,1,15.531
6990.017,2,15.259
6990.017,3,0.662
6990.017,4,0.642
7005.023,1,1.38
7005.023,2,0.922
7005.023,3,22.117
7005.023,4,0.561
7020.027,1,26.066
7020.027,2,0.787
7020.027,3,0.53
7020.027,4,0.913
7035.02,1,2.788
7035.02,2,2.693
7035.02,3,2.523
7035.02,4,16.952
7050.003,1,0.858
7050.003,2,1.149
7050.003,3,1.45
7050.003,4,0.534
7065.002,1,1.014
7065.002,2,0.847
7065.002,3,0.846
7065.002,4,0.534
7080.012,1,11.477
7080.012,2,11.566
7080.012,3,11.156
7080.012,4,11.173
7095.017,1,14.883
7095.017,2,14.504
7095.017,3,14.482
7095.017,4,14.327
7110.027,1,1.26
7110.027,2,25.677
7110.027,3,0.808
7110.027,4,0.879
7125.002,1,0.874
7125.002,2,0.877
7125.002,3,0.886
7125.002,4,0.886
7140.013,1,0.884
7140.014,2,0.862
7140.014,3,12.109
7140.014,4,0.467
7155.019,1,0.914
7155.019,2,0.978
7155.019,3,18.232
7155.019,4,17.892
7170.021,1,0.855
7170.021,2,0.919
7170.021,3,0.739
7170.021,4,20.279
7185.002,1,0.962
7185.002,2,0.877
7185.002,3,0.696
7185.002,4,0.776
